sen_a,sen_b,label
世界上最凶猛的狗是什么狗？,世界上什么犬最凶猛啊,1
杨幂和赵丽颖杨颖分别是什么民族,赵丽颖和刘恺威是什么关系,0
小学什么时候放假？,小学什么时候放假，,1
亚马逊购物怎么样,亚马逊购物卡怎么用？,0
黑木耳怎么变粉,怎么才能让黑木耳变粉,1
有关云和太阳的成语,成语太阳()(),1
黑人的生殅器为什么那么大,黑人阴茎为什么这么大？,1
怎么学会弹钢琴,怎样才学会弹钢琴,1
动漫女孩小游戏翻译,动漫女孩小游戏攻略,0
给女朋友起一个可爱的外号,给女朋友一个可爱的外号。,1
用食指戴戒指是什么意思,戒指戴在食指上是什么意思？,1
宝贝去哪歌曲下载,宝贝去哪儿的歌曲下载,1
求猎人同人之我是玛奇全文+番外,求猎人同人之我是玛奇全文+番外,1
微信的听筒模式怎么调,微信听筒模式怎么关,0
求此动漫图的出处，急！,求此动漫图的出处,1
头发怎么快速长长,如何可以把头发快速长长,1
求三国类的单机游戏！,求一款三国类的单机游戏,1
我的世界，这火车如何开,我的世界怎么让火车自己跑,0
感觉萌萌哒是什么意思,感觉萌萌哒什么意思,1
权且什么意思,权且什么意思啊,1
朝霞不出门晚霞行千里,补充句子：朝霞不出门，,0
电子信息工程与电子信息科学与技术有何区别,电子科学与技术属于电子信息科学类吗？,0
你最喜欢的一句话是什么呀,你最喜欢的一句话是什么？,1
双色球开奖直播哪里可以看？,哪里可以看双色球开奖直播呀？,1
用一条直线把他变成两个三角形,加一条直线变成两个三角形,1
决明子的功效是什么？,"决明子有什么功效啊,治什么病",1
印度神油有副作用吗是什么,印度神油有副作用吗,1
世界上打架最厉害的女人是谁,世界上有史以来谁打架最厉害，我先排列出来！,0
全民枪战怎么开飞天挂,全民枪战新版本为什么那么卡,0
为你打开一扇门里的共识是什么意思,有谁知道下面这个短语是什么意思？,0
世界时最长的蛇是什么蛇,世界最长的车是什么车,0
这个帽子是什么牌子？,这个帽子是什么牌子的,1
是什么卡通物,什么卡通,1
动物园里谁是百兽之王？,动物园中谁是百兽之王？,1
角的计量单位是什么,脑筋急转弯是什么懂的,0
李家妙语传八卷是什么意思,水浒传是什么意思,0
奥奇传说精灵球在哪买怎么得,奥奇传说怎么送精灵蛋,1
这个是什么材料的？,什么材料又轻又硬,0
在家怎样能赚到钱,怎样自己在家去痣,0
电热水壶什么牌子好。,电热水壶，什么牌子好,1
圆脸，小眼睛的人适合剪什么样的刘海？,圆脸低额头小眼睛的女生适合什么样的刘海？,0
一般气虚吃什么中成药好,心气虚吃什么中成药,1
在那下载明哥破解版,明哥破解版在哪下载,1
根据意思写出相应的词语。,根据意思，写出相应的词语,1
魔方秘籍,天之痕修改器,0
男人和女人怎么生孩子？,男人和女人如何生孩子,1
这个是什么动漫，求名字《》,《老男孩》那个歌的电影叫什么？,0
求节奏大师辅助安卓版,节奏大师有辅助器吗安卓版,0
手机流量用不完了怎么办？,手机无法开机怎么办？,0
幸福情侣网名,幸福的情侣网名,1
帮我看下这个表情的狗名字叫什么,求知道这个表情叫什么和表情包,0
抗日电视剧名,抗日的电视剧有哪些,1
唯美的头像…,唯美头像…要男的,1
淘宝的会员名可以修改吗？怎么改？,淘宝店铺里显示的会员名能修改吗？,0
啤酒和什么喝催情,啤酒对什么催情,1
"什么用来形容解放军,环卫工人和记者呢？",记者、解放军、环卫工人，人们用什么来比喻他们,1
屌丝如何逆袭？,屌丝怎样逆袭,1
华西村为什么那么有钱,华西村民为什么这么有钱,1
求古剑奇谭同人小说打包,古剑奇谭同人小说完结,1
花鸟市场都有卖什么的,一般花鸟市场都卖什么鸟,0
养的小乌龟的眼睛瞎了，怎么办啊,乌龟眼睛为什么肿起来了？怎么办啊？,0
权志龙这是什么发型,权志龙这个发型叫什么,1
网上买衣服，那个软件较多可以买,网上买衣服那个软件好？,1
送女老师什么礼物好?,给女老师送什么礼物好,1
清脆的近义词是什么,悦耳的近义词是什么,0
淘宝怎么认证开店？,淘宝怎么开店认证,1
怎么用打印机,惠普打印机怎么用,0
我的世界怎么去村庄？,我的世界怎么去村庄,1
请问学化工专业的可以考取什么资格证书？,我是化工专业的，请问化工行业分析师前景怎么样？,0
这是什么材质,这是什么材质的,1
手表正确佩戴位置,男士手表戴法,0
明星用的什么微博,明星一般都玩什么微博？,1
王俊凯最喜欢谁？,谁喜欢王俊凯，为什么？,0
爱人怎么称呼,如何称呼自己的爱人,1
表示问和追的词语有什么？,有关于弓箭和蛇的成语吗？,0
人在临死前是什么感觉,人在临死前有什么感觉,1
哪个牌子的暖宝宝好怎么样,到底哪个牌子的暖宝宝好啊,1
我的条件能申请廉租房吗,我这样的条件能申请廉租房吗,1
乳怎么组词！求解！,逗怎么组词啊，求解！,0
女人吃藕有什么好处,女人喝精子有什么好处？,0
谁能告诉我这部电影名字,谁能告诉我这部电影叫什么名字,1
四川话爽走什么意思,四川话你个舍无是什么意思？,0
火影忍者和海贼王哪个好看？,火影忍者和海贼王哪个好看,1
什么牌子牛仔裤最好,最好的牛仔裤是什么牌子？,1
什么武侠电视剧好看？,2015年有什么武侠好看的电视剧,1
设计一个初二物理小实验,初二的物理小实验,0
蜂蜜什么牌子好,什么牌子的蜂蜜好？,1
李白渡荆门送别,李白《渡荆门送别》中的颈联是：,0
来人帮我做个梦幻西游图,关于梦幻西游的,0
张杰的什么歌好听,张杰什么歌好听,1
转接服务也是在线的，您稍等即可的,不客气，您对我服务的满意就是我最大的动力，稍等,0
怎么登陆支付宝,微信被封号如何解,0
最美的时候你遇见了谁,我们结婚了新的夫妇是谁,0
头发特别干，前面刘海不能贴在额头上怎么回事啊,想使刘海斜着贴在额头上…用什么？,0
手机丢失微信怎么办,手机微信标志不见怎么办,0
怎么修改昵称。,如何修改昵称？,1
周公解梦大全,周公解梦大全查,1
什么输入法好用！,什么输入法好用,1
手机是不可以安装数字证书的哦,手机是不能安装数字证书的,1
美人鱼电影哪能找到观看,电影《美人鱼（周星驰版）哪有观看地址,1
用什么可以去除烟味？,什么花草可以去除烟味,1
这种叫什么发型？,想剪这种发型，该怎么讲？,1
哪个动漫只有女主角,这哪部动漫的女主角,0
什么是成功的男人,男人想成功多看什么书,0
太极又可以叫什么,什么是太极？,0
信用卡和银行卡有什么区别呢？,信用卡和银行卡有什么区别,1
冻黄瓜怎么吃,腌黄瓜怎么做,0
男生怎样带围巾,男生如何选围巾？,0
这个衣服标志是什么牌子,衣服上标志是什么牌子,1
初一英语作文,父爱作文,0
给您带来不便了，请问支付宝账户是多少？,同一笔资金可以全部变现，也可以部分变现,0
高中数学，数列问题,高中数学，数列问题！,1
中国第一个以人名命名的文学奖项是什么？,中国第一个以个人名命名的文学奖项是什么?,1
牛咳嗽用什么药好,咳嗽有痰吃什么药好,0
求重生娱乐圈耽美文,求重生在娱乐圈的耽美文,1
这是什么软件。,这是什么秒赞软件,0
好歌献给你歌词,你最近还好吗歌词,0
请问这部电影的名字,请问这部电影的名字叫什么,1
女人喝啤酒会发胖吗？,女人喝啤酒要加什么才会有性欲,0
同桌的你在哪下载？,在哪下载同桌的你,1
怎么删除评论,怎么删除自己的评论,1
内蒙古化工职业技术学院有什么专业,内蒙古化工职业学院文科有什么专业,1
如何投诉支付宝,支付宝怎么投诉,1
小学二年级的数学题,二年级小学数学题,1
世界上最长寿命的动物是什么?,世界上什么动物的寿命最长,1
小数怎么化分数,小数怎么转换成分数,1
这样的表情，是什么输入法？,什么输入法有Emoji表情,0
在家创业选什么项目好？,在家创业啥项目比较好,1
什么宽带网络好？,什么宽带网络好,1
移动手机怎样刷会员,移动手机如何刷会员,1
平安夜什么时候？,什么时候是平安夜,1
算命可信吗？,那些算命什么的可信吗,1
天天酷跑蒙面战神怎么抽,天天酷跑怎么抽蒙面战神,1
如何处理夫妻关系？,夫妻关系怎么样处理,1
微信怎么发语音到朋友圈,在微信朋友圈怎么发语音啊,1
你是福建人吗,你是福建人么？,1
马宝宝起名,马宝宝取名字,1
类似于这些图片的头像,类似这个图片的头像！,1
您修改一下双密码试试看,修改下双密码试试,1
早餐吃粥配什么菜好吃？,什么早餐好吃？,0
你们知道这是什么植物吗？,谁知道这是什么植物,1
如何做好淘宝客，,怎样做好淘宝客,1
哪有卖雀巢超级能恩奶粉,雀巢超级能恩奶粉事件,0
联通卡怎么下载彩铃,联通卡怎么下载彩铃的？,1
杭州属于哪个省,杭州是属于哪个省的,1
好看的言情电视剧有哪些,有哪些好看的言情电视剧,1
防城港在哪里,防城港在哪里？,1
淘宝网用户名怎么写呢,淘宝网怎样改用户名？,1
有关诚信的小故事,不讲诚信的故事,0
中国直销公司有哪些,在中国有直销证的有哪些公司,1
这是什么动漫里的人物,这是什么动漫上的人物？,1
在线眼科医生咨询,在线咨询眼科医生,1
您都查看下,查看不到,0
支付宝怎么赚钱给别人,支付宝里怎么赚钱呀,0
李小龙是怎么死的拉在那死的？,李小龙是怎么死的？,1
用电脑怎么玩天天酷跑,天天酷跑怎么在老电脑上玩,1
马上高中了，特别想学钢琴,我特别喜欢POP字体所以现在想学！,0
有没有可以在家做的兼职呢，周末可以用电脑的,有电脑在家做什么兼职好,1
皮肤怎么样才会变白,怎么才能让皮肤变白,1
什么品牌的户外用品好,户外用品什么牌子的好,1
分析下开个家居饰品专卖店怎样？,开个木槿花家居饰品怎么样?,0
飘洒的秋雨像什么,温度带根据什么多少来划分的,0
巴啦啦小魔仙之奇迹舞步怎么样,巴啦啦小魔仙之奇迹舞步怎么跳啊,1
我好想你是谁唱的,豆花文我的帅老公和我的美娇妻,0
我的世界怎么下载,我的世界如何下载,1
火影里体术最强的人是谁,目前火影忍者里最强的人是谁,0
多吃什么水果可以减肥,吃什么水果能减肥？,1
身份证过期了还能用吗,身份证过期还能用吗,1
这两条鱼叫什么？,角的两条边是什么线？,0
嗯字的拼音怎么解释？,嗯字的拼音怎么和学生解释,1
小说三要素是什么,小说三要素是什么？,1
最近有什么好听的音乐吗?,最近有什么好听的音乐~,1
就是您截图给我的页面上,您好，是整个页面的截图的呢,0
北京石油化工学院的会计专业好吗？,北京石油化工学院什么专业好,0
好的，这边是已经给您反馈了的，请您在今天关注一下的，辛苦您了。,辛苦您了，亲要早点休息哦，小二就不打扰您了，祝您好梦，晚安~~~,0
平板电脑能玩网络游戏吗？,平板电脑能玩小游戏吗？就是需要键盘的那种,0
开网店怎么开？,网店要怎样开,1
为什么有些网站有时进不去？,开心网打不开！,0
天津物流有哪些,天津哪个物流好,1
羽绒服配什么裤子,这样的羽绒服穿什么裤子好,1
求一部电影，关于外星人的,求一部电影，是国外的，很老的,0
口吻是什么意思,口吻什么意思,1
徐若瑄的魔鬼天使，有的发我,徐若瑄魔鬼天使,1
小饰品塑料模型是怎么做出来的？包括内部卡口？,一般做塑料模型用什么材料？,0
长城哈弗H6怎么样,长城哈弗h8怎么样,0
淘宝怎么装修手机店铺,关于淘宝新版手机店铺装修怎么设置,0
桂圆吃了上火吗,桂圆吃多上火吗？,1
谁在意我留下的泪什么调的,谁还在意我留下的泪,1
今天阴历多少号？,今天双色球开奖号多少,0
风吹雨打的动物是什么},欲钱风吹雨打的动物是什么,0
湿疹症状图片，湿疹是什么样子的,阴囊湿疹图片是什么样子,0
怎样去除黑头。,怎样去除黑头？,1
没有在您的这个账户中查询到是有操作转账的。,就是请前往学校圈存机领取，在充值的时候显示的，或者是待领金额,0
怎么才会有就酒窝啊？,怎么做才能有酒窝,1
这只拉布拉多纯吗,这个是拉布拉多么,1
